Title,Director,Cast,Genre,Notes
Netaji Subhas Chandra Bose: The Forgotten Hero,,"Sachin Khedekar, Kulbhushan Kharbanda, Rajit Kapur, Arif Zakaria, Divya Dutta",,
Nigehbaan,,"Sameer Dharmadhikari, Sandali Sinha, Sayaji Shinde, Govind Namdev",,
No Entry,,"Anil Kapoor, Salman Khan, Fardeen Khan, Bipasha Basu, Celina Jaitly, Esha Deol, Lara Dutta",Comedy,
Padmashree Laloo Prasad Yadav,Mahesh Manjrekar,"Sunil Shetty, Mahesh Manjrekar, Kim Sharma, Gulshan Grover, Johnny Lever",Comedy,
Page 3,Madhur Bhandarkar,"Konkona Sen Sharma, Atul Kulkarni, Tara Sharma, Sandhya Mridul",Drama,
Pehchaan: The Face of Truth,Shrabani Deodhar,"Vinod Khanna, Raveena Tandon, Rati Agnihotri",Drama,
Paheli,Amol Palekar,"Shah Rukh Khan, Rani Mukerji, Anupam Kher, Juhi Chawla, Sunil Shetty, Amitabh Bachchan, Rajpal Yadav, Naseeruddin Shah","Fantasy, Romance",
Parineeta,,"Sanjay Dutt, Saif Ali Khan, Vidya Balan, Dia Mirza, Raima Sen",Drama,
Pyaar Mein Twist,,"Rishi Kapoor, Dimple Kapadia, Soha Ali Khan","Drama, Romance",
Rahul's Arranged Marriage,Anant Mathur,"Devika, Sumeet, Anurag, Anita, Abhishek, Jyoti, Amar",Comedy,
Ramji Londonwale,,"Madhavan, Samita Bangargi",,
Revati,,"Kashmira Shah, Kiran, Ayub Khan, Shreyas Talpade, Alok Nath",,
Rog,Himanshu Brahmbhatt,"Irrfan Khan, Himanshu Malik, Ilene Hamann","Drama, Thriller",
Rog,Himanshu Brahmbhatt,,"Drama, Thriller",
Saathi: The Companion,,"Rupa Dutta, Divvij Kak, Anchal Anand, Sameer Ali Khan",,
Salaam Namaste,Siddharth Anand,"Saif Ali Khan, Preity Zinta, Arshad Warsi, Abhishek Bachchan","Romance, Comedy",
Sarkar,Ram Gopal Varma,"Amitabh Bachchan, Abhishek Bachchan, Katrina Kaif, Tanisha","Crime, Drama",
Sauda - The Deal,,"Aryan Vaid, Preeti Jhangiani",,
Sehar,,"Arshad Warsi, Mahima Chaudhry",,
Shaadi No. 1,,"Fardeen Khan, Zayed Khan, Sharman Joshi, Esha Deol, Ayesha Takia, Soha Ali Khan, Sanjay Dutt, Rajpal Yadav, Riya Sen, Sophie Choudry, Aarti Chhabria","Comedy, Romance",
Shabd,,"Sanjay Dutt, Aishwarya Rai, Zayed Khan",Drama,
Shabnam Mausi,,Ashutosh Rana,,
Sheesha,,"Neha Dhupia, Sonu Sood",,
Silsiilay,Khalid Mohamed,"Tabu, Bhumika Chawla, Riya Sen, Rahul Bose, Jimmy Shergill, Divya Dutta, Kay Kay Menon, Celina Jaitly, Natassha, Ashmit Patel",Romance,
Sitam,,"Kiran Janjani, Tara Sharma, Navneet Kaur, Avtar Gill, Suhasini Mulay",,
Ssukh,,"Govinda, Preeti Jhangiani",,
Taj Mahal: An Eternal Love Story,,"Arbaaz Khan, Kabir Bedi, Manisha Koirala, Pooja Batra","History, Epic, Romance",
Tango Charlie,Mani Shankar,"Ajay Devgan, Bobby Deol, Tanisha, Nandana Sen, Sanjay Dutt, Sunil Shetty","War, Drama",
Tezaab,,"Mighty Khan, Parvin Dabas, Shruti Sharma",Erotic,
Time Pass,,"Arjun Punj, Sherlyn Chopra",,
Topless,,"Shweta Menon, Tarun Khanna, Sardar Sohi",,
U Bomsi N Me,,"Bobby Bahal, Kenny Desai, Vivek Madan, Vidya Malvade",,
Vaada,,"Arjun Rampal, Ameesha Patel, Zayed Khan",Thriller,
Vaah! Life Ho Toh Aisi!,Mahesh Manjrekar,"Sanjay Dutt, Shahid Kapoor, Amrita Rao","Fantasy, Comedy",
Vidyaarthi,,"Jackie Shroff, Paresh Rawal, Rahul Roy",,
Viruddh... Family Comes First,Mahesh Manjrekar,"Amitabh Bachchan, Sharmila Tagore, John Abraham, Anusha Dandekar, Sanjay Dutt",Drama,
Waqt: The Race Against Time,Vipul Shah,"Amitabh Bachchan, Akshay Kumar, Shefali Shah, Priyanka Chopra, Boman Irani, Rajpal Yadav",Drama,
Yahaan,,"Jimmy Shergill, Minissha Lamba",Romance,
Yakeen,,"Arjun Rampal, Priyanka Chopra, Kim Sharma",Drama,
Zameer: The Fire Within,,"Ajay Devgan, Ameesha Patel, Mahima Chaudhry",Drama,
Zeher,,"Shamita Shetty, Emraan Hashmi, Udita Goswami",Drama,
