Title,Director,Cast,Genre,Notes
Dev Kanya,S. N. Tripathi,"Mahipal, Anita Guha, Krishna Kumari, Mukri, B. M. Vyas, Babu Raje",Fantasy,"Music: S. N. Tripathi
Lyrics: B. D. Mishra"
Dil Ek Mandir,C. V. Sridhar,"Rajendra Kumar, Meena Kumari, Raaj Kumar, Mehmood, Shobha Khote, Achala Sachdev","Romance, Triangle","Music: Shankar Jaikishan
Lyrics: Hasrat Jaipuri, Shailendra"
Dil Hi To Hai (1963 film),"C. L. Rawal, Pyare Lal Santoshi","Raj Kapoor, Nutan, Pran, Nazir Hussain, Leela Chitnis, Sabita Chatterjee, Manorama, Agha",Romance,"Music: Roshan
Lyrics: Sahir Ludhianvi"
Ek Dil Sao Afsane,R.C. Talwar,"Raj Kapoor, Waheeda Rehman, Lalita Pawar, Sadhna Choudhary, Sulochana, Raj Kishore, Jagdish Raj, Tun Tun","Family, Romance, Drama","Music: Shankar Jaikishan
Lyrics: Hasrat Jaipuri, Shailendra"
Ek Raaz,Shakti Samanta,"Kishore Kumar, Jamuna, Pran, Lalita Pawar, Tun Tun, Mumtaz, Agha","Social, Family, Drama","Music: Chitragupta
Lyrics: Majrooh Sultanpuri"
Ek Tha Alibaba,Harbans,"Dara Singh, Nishi, Helen, Naaz, Tiwari, Hiralal, Ram Singh",Fantasy,"Music: Hansraj Behl
Lyrics: Prem Dhawan"
Faulad,Mohammed Hussain,"Dara Singh, Mumtaz, Randhawa, Shyam Kumar, Kamran, Minu Mumtaz, Kamal Mehra",Action,"Music: G. S. Kohli
Lyrics: Anjaan, Faruk Kaiser"
Gehra Daag,O. P. Ralhan,"Mala Sinha, Rajendra Kumar, Usha Kiran, Madan Puri, Mumtaz, Tun Tun, Manmohan Krishna, Lalita Pawar, Sunder","Romance, Crime, Drama","Music: Ravi
Lyrics: Shakeel Badayuni"
Ghar Basake Dekho,Kishore Sahu,"Manoj Kumar, Rajshree, Savitri, Mehmood, Shyama, Johnny Walker, Lalita Pawar","Family, Drama","Music: Chitragupta
Lyrics: Rajendra Krishan"
Godaan,Trilok Jetley,"Raaj Kumar, Kamini Kaushal, Manhar Desai, Shashikala, Madan Puri, Shobha Khote, Mehmood, Tun Tun","Family, Drama","Based on the novel Godaan by Munshi Premchand. Music: Pandit Ravi Shankar
Lyrics: Anjaan"
Grahasti,Kishore Sahu,"Ashok Kumar, Nirupa Roy, Manoj Kumar, Rajshree, Soodesh Kumar, Shobha Khote, Mehmood","Family, Drama","Music: Ravi
Lyrics: Shakeel Badayuni"
Gul-e-Bakavali,Jugal Kishore,"P. Jairaj, Nishi, Sulochana Chatterjee, Sunder, Tiwari, Maruti, Sapru, Naaz",Family,"Music: Hansraj Behl
Lyrics: Naqsh Lyallpuri, Noor Devasi, Gulshan Bawra, Shyam Ralhan, Prem Warbartani"
Gumrah,B. R. Chopra,"Sunil Dutt, Mala Sinha, Ashok Kumar, Shashikala, Rehman, Nana Palsikar","Romance, Drama","Music: Ravi
Lyrics: Sahir Ludhianvi"
Hamrahi,T. Prakash Rao,"Rajendra Kumar, Jamuna, Shobha Khote, Mehmood, O. P. Ralhan, Lalita Pawar","Romance, Melodrama","Music: Shankar Jaikishan
Lyrics: Hasrat Jaipuri, Shailendra"
Harishchandra Taramati,B. K. Adarsh,"Prithviraj Kapoor, Jaymala, Babloo, Helen, B. M. Vyas, Ulhas, Tiwari, Babu Raje",Mythology,"Music: Laxmikant Pyarelal
Lyrics: Kavi Pradeep"
Holiday in Bombay,P. L. Santoshi,"Shashi Kapoor, Vijaya Chaudhary, Shashikala, Laxmi Chhaya, Ulhas, Rajendranath, Dhumal, Sulochana Chatterjee, Jeevankala, Heera Sawant, Nazir Kashmiri","Romance, Comedy","Music: N. Dutta
Lyrics: Anand Bakshi, Anjaan, P. L. Santoshi"
The Householder,James Ivory,"Shashi Kapoor, Leela Naidu, Jennifer Kendall, Pahari Sanyal, Durga Khote, Achla Sachdev]], Harindranath Chattopadhyay, Jabeen Jalil","Family, Drama",From the novel by Ruth Prawer. Music: Ustad Ali Akbar Khan Assistant: Jaidev
Jab Se Tumhe Dekha Hai,Kedar Kapoor,"Pradeep Kumar, Geeta Bali, Agha, Vijayalaxmi, Dulari, Sunder, Shammi Kapoor, Shashi Kapoor, Mohan Choti, Tun Tun","Romance, Drama","Music: Dattaram Wadkar
Lyrics: Shailendra"
Jungle Boy,S. Pal,"Indira Bansal, Shyam Kumar, Swaroop, Raj Rani, Maruti","Action, Adventure","Music: Suresh Talwar
Lyrics: Anjaan"
Junglee Raja,Vishwanath,"Azad, Madhu, Heera Sawant, Samson, Babu Raje","Action, Adventure","Music: Robin Banerjee
Lyrics: Yogesh"
Kabli Khan,K. Amarnath,"Ajit, Helen, Jayant, Indira Bansal, Salim Khan, Samson, Mukri, W. M. Khan, Ulhas",Action,"Music: Chitragupta
Lyrics: Majrooh Sultanpuri"
Kahin Pyaar Na Ho Jaaye,Kalpataru,"Mehmood, Shakila, Om Prakash, Shammi, Purnima, Johnny Walker, Jeevankala, Babu Raje","Romance, Drama","Music: Kalyanji Anandji
Lyrics: Indeevar, Qamar Jalalabadi, Anand Bakshi], Asad Bhopali, Gulshan Bawra"
Kala Ghoda,A. Shamsheer,"Azad, Indira Billi, Heera, Shyam Kumar, Sawant",Action,"Music: S. Kishan
Lyrics"
Kala Jadoo,Mahmood,"Hercules, Chandrakala, Habib, [Tun Tun]], Maqbul",Fantasy,"Music: Iqbal
Lyrics: Shor Niyazi"
Kan Kan Men Bhagwan,Babubhai Mistri,"Anita Guha, Mahipal, Krishna Kumari, Raja Nene, Ratnamala, Ram Singh",Devotional,"Music: Pandit Shivram
Lyrics: Bharat Vyas"
Kaun Apna Kaun Paraya,Niranjan,"Waheeda Rehman, Vijay Kumar, Nirupa Roy, Dulari, Johnny Walker, Shammi, Shyam Kumar","Family, Drama","Music: Ravi
Lyrics: Shakeel Badayuni"
Kinare Kinare,Chetan Anand,"Dev Anand, Meena Kumari, Chetan Anand, Sunder, Kammo, Madhoo, Sukhdev","Romance, Drama","Music: Jaidev
Lyrics: Nyaya Sharma"
Laagi Nahi Chhute Ram,Kundan Kumar,"Ashim Kumar, Kumkum, Helen, Leela Mishra, Nazir Hussain, Tiwari",,"Chitragupta
Lyrics: Majrooh Sultanpuri"
Mansube Machlidar,Pramod Pati,,Documentary,"Music:
Lyrics:"
Maya Mahal,Chandrakant,"Mahipal, Helen, Indira Billi, Sunder, Tiwari, Bela Bose, Ram Mohan",Fantasy,"Music: Nashad
Lyrics: Asad Bhopali"
Mere Arman Mere Sapne,Arvind Sen,"Pradeep Kumar, Jayshree Gadkar, Sumitra Devi, Ashim Kumar, Pran, Abhi Bhattacharya","Romance, Crime, Drama","Music: Datta Naik
Lyrics: Rajendra Krishan"
Mere Mehboob,H. S. Rawail,"Rajendra Kumar, Sadhana, Ashok Kumar, Nimmi, Johnny Walker, Pran","Classic, Muslim, Social","Music: Naushad
Lyrics: Shakeel Badayuni"
Meri Surat Teri Ankhen,R. K. Rakhan,"Ashok Kumar, Asha Parekh, Pradeep Kumar, Nadira, Achla Sachdev, Ishwarlal, Kanhaiyalal","Romance, Drama","Music: S. D. Burman
Lyrics: Shailendra"
Mujhe Jeene Do,Moni Bhattacharya,"Sunil Dutt, Waheeda Rehman, Nirupa Roy, Durga Khote, Mumtaz, Cuckoo, Rajendra Nath, Anwar Hussain, Manorama","Dacoit, Drama","Music: Jaidev
Lyrics: Sahir Ludhianvi"
Mulzim,N. A. Ansari,"Pradeep Kumar, Shakila, Helen, Johnny Walker, N. A. Ansari, Nilofer, Nasreen","Crime, Drama","Music: Ravi
Lyrics: Shakeel Badayuni"
Mummy Daddy,Narendra Dave,"Sudesh Kumar, Ameeta, Lalita Pawar, Tiwari, Manorama","Family, Drama","Music: Chitragupta
Lyrics: Prem Dhawan"
Naag Jyoti,Shantilal Soni,"Mahipal, Anita Guha, Sunder, Indira Billi, Ratanmala, Rajan Haksar",Fantasy,"Music: Sardar Malik
Lyrics: Bharat Vyas"
Naag Mohini,Shantilal Soni,"Mahipal, Vijaya Chaudhary, Sunder, Rajan Haksar, Uma Dutt",Fantasy,"Music: Sardar Malik
Lyrics: Bharat Vyas"
Nartakee,Nitin Bose,"Sunil Dutt, Nanda, Zeb Rehman, Om Prakash, Surekha, Agha, Aruna Irani, Nana Palsikar, Moni Chatterjee, Polson","Social, Drama","Music: Ravi
Lyrics: Shakeel Badayuni"
Parasmani,Babubhai Mistri,"Mahipal, Ragini, Helen, Nalini Chonkar, Manhar Desai, Jeevankala, Aruna Irani, Jugal Kishore",Fantasy,"Music: Laxmikant Pyarelal
Lyrics: Asad Bhopali, Indeevar"
Phir Wohi Dil Laya Hoon,Nasir Hussain,"Asha Parekh, Joy Mukherjee, Pran, Rajendra Nath, Veena, Tabassum, Shetty, Ram Avtar, Krishan Dhawan",Romance,"Music: O. P. Nayyar
Lyrics: Majrooh Sultanpuri"
Phool Bane Angaare,Suraj Prakash,"Raaj Kumar, Mala Sinha, Johnny Walker, Shammi, Mukri, Ashish Kumar, Tun Tun, Sushil Kumar","War, Drama","Music: Kalyanji Anandji
Lyrics: Anand Bakshi"
Pyaar Kiya To Darna Kya,B. S. Ranga,"Shammi Kapoor, B Saroja Devi, Prithviraj Kapoor, Pran, Om Prakash","Romance, Family, Drama","Music: Ravi
Lyrics: Shakeel Badayuni"
Pyar Ka Bandhan,Naresh Saigal,"Raaj Kumar, Nishi, Naaz, Helen, Dhumal","Family, Drama","Music: Ravi
Lyrics: Sahir Ludhianvi, Naqsh Lyallpuri, Qamar Jalalabadi"
Raaja,Radhakant,"Jagdeep, Vijaya Chaudhary, Jeevan, Helen, Veena, Sunder, Ulhas",Drama,"Music: S. N. Tripathi
Lyrics: Anand Bakshi, Prem Dhawan"
Rocket Tarzan,B. J. Patel,"Rajan, Shakila Bano Bhopali, Polson, Nilofar, Shanti, Dalpat, Bhagwandas","Fantasy, SciFi","Music: Robin Banerjee
Lyrics: Yogesh"
Rustom Sohrab,Vishram Bedekar,"Prithviraj Kapoor, Suraiya, Premnath, Mumtaz, Murad, Sajjan","Costume, Action, Legend","Music: Sajjad
Lyrics: Jan Nissar Akhtar"
Rustom-E-Baghdad,B. J. Patel,"Dara Singh, Vijaya Chaudhary, Chandrashekhar, Randhawa, Sumitra Devi, Shakila Bano Bhopali","Costume, Action","Music: Datta Naik
Lyrics: Asad Bhopali"
Sehra,V. Shantaram,"Sandhya, Prashant, Lalita Pawar, Mumtaz, Manmohan Krishan, Ulhas, Babloo, M. Rajan, Baburao Pendharkar","Romance, Family, Drama","Music: Ramlal
Lyrics: Hasrat Jaipuri Bollywood films of 1965"
Shehar Aur Sapna,K.A. Abbas,"Dilip Roy, Surekha Parker, Manmohan Krishan, Anwar Hussain","Social, Drama","National Film Award for Best Feature Film, 1 Filmfare Award, Best Film, Best Director, Best Story nominations. Music:
Lyrics:"
Shikari,Mohammed Hussain,"Ajit, Ragini, Helen, Madan Puri, Habib, K N Singh, Bir Sakuja, Randhir Kapoor, Tun Tun, Kamal Mehra, Shyam Kumar","Fantasy, Action","Music: G. S. Kohli
Lyrics: Farooq Qaisar, Qamar Jalalabadi"
Taj Mahal,M. Sadiq,"Pradeep Kumar, Bina Rai, Rehman, Veena, Jabeen Jalil, Jeevan, Helen, Murad, Minu Mumtaz","Historical, Romance, Fiction","Music: Roshan
Lyrics: Sahir Ludhianvi"
Tarzan Aur Jadugar,Radhakant,"Chitra, Azad, Indira Billi, Arvind Pandey, Tun Tun, Sunder, Rajrani","Fantasy, Action","Music: Suresh Talwa
Lyrics: Zafar Rahi"
Teen Ghaaranay,K. A. Abbas,,"Short, Documentary",[2]
Tere Ghar Ke Samne,Vijay Anand,"Dev Anand, Nutan, Om Prakash, Harindranath Chattopadhyay, Jankidas, Parveen Choudhary, Rajendra Nath, Mumtaz Begum, Rashid Khan","Romance, Comedy","Music: Sachin Dev Burman
Lyrics: Hasrat Jaipuri"
Ustad Alauddin Khan,Ritwik Ghatak,,Documentary,"Produced by Sangeet Natak Akademi
Music advisor: Ustad Ali Akbar Khan"
Ustadon Ke Ustad,Brij,"Ashok Kumar, Pradeep Kumar, Shakila, Sheikh Mukhtar, Johnny Walker, Helen, Anwar Hussain","Action, Thriller","Music: Ravi
Lyrics: Asad Bhopali"
Yeh Dil Kisko Doon,K. Mishra,"Shashi Kapoor, Ragini, Jeevan, Agha, Sajjan, Kamal Mehra","Romance, Drama","Music: Iqbal Qureshi
Lyrics: Qamar Jalalabadi"
Yeh Rastey Hain Pyar Ke,R. K. Nayyar,"Sunil Dutt, Leela Naidu, Ashok Kumar, Rehman, Motilal, Shashikala, Hari Shivdasani, Manmohan","Romance, Thriller","Music: Ravi
Lyrics: Rajendra Krishan"
Zarak Khan,Harbans,"P. Jairaj, Chitra, Tiwari, Kumud Tripathi, Naazi, W. M. Khan","Costume, Action","Music: S. Mohinder
Lyrics: Anand Bakshi, Saba Rampuri"
Zingaro,Chandrakant,"P. Jairaj, Jabeen Jalil, Tiwari, Bela Bose, Maruti","Fantasy, Action","Music: S. N. Tripathi
Lyrics: Prem Dhawan"
